address,all_amenities,description,email,phone,category,hotelclass,latitude,longitude,pricelevel,pricerange,rankingdenominator,name,rankingposition,rankingstring,rating,weburl,website
"Wellawaya Road Opposite 27/6 Kilometer Marker, Ella 90090 Sri Lanka","Internet, Free Internet, Free Wifi, Breakfast included, Non-smoking rooms, Laundry Service, Baggage Storage, Bath / Shower, Bottled Water, Desk, English, Complimentary Toiletries, Hair Dryer, Restaurant, Wifi, Non-smoking hotel, Hiking, Iron, Newspaper, Seating Area, Sun Terrace, Wake Up Service / Alarm Clock, not provided","Finding an ideal family-friendly guest house in Ella does not have to be difficult. Welcome to Ravana Heights, a nice option for travelers like you.
Free wifi is offered to guests, and rooms at Ravana Heights Hotel offer a refrigerator, a seating area, and a desk.
During your stay, take advantage of some of the amenities offered, including newspaper, a sun terrace, and baggage storage. Guests of Ravana Heights are also welcome to enjoy free breakfast, located on site. For travelers arriving by car, free parking is available.
Given the close proximity of popular landmarks, such as Kinellan Tea Factory (0.6 mi) and Mahamevnawa Buddhist Monastery Bandarawela (1.6 mi), guests of Ravana Heights can easily experience some of Ella's most well known attractions.
If you like barbeque restaurants, Ravana Heights is conveniently located near The Breeze Restaurant.
Ella is also home to Ella Spice Garden, a popular garden that is not too far from Ravana Heights Hotel.
Ravana Heights puts the best of Ella at your fingertips, making your stay both relaxing and enjoyable.
",senadhi@slt.lk,+94 57 2 228888,hotel,3.0,6.870925,81.048645,$$,"LKR 43,098 - LKR 52,999",130,Ravana Heights,37,#37 of 130 guest houses in Ella,4.0,https://www.tripadvisor.com/Hotel_Review-g616035-d1604113-Reviews-Ravana_Heights-Ella_Uva_Province.html,https://ravanaheights.com/
"Passra Road, Ella 90090 Sri Lanka","Internet, Free Internet, Free Wifi, Breakfast included, Pets Allowed, Airport transportation, Wifi, Non-smoking rooms, Laundry Service, Non-smoking hotel, Housekeeping, Car Hire, Express Check-in / Check-out, Convenience Store, Evening Entertainment, 24-Hour Front Desk, Gift Shop, Hiking, Ironing Service, Private Check-in / Check-out, Salon, Shops, not provided",no description,no email,+94 72 409 9224,hotel,0.0,6.874064,81.05118,$,"LKR 8,154 - LKR 9,610",24,Eden View Guest Home,1,#1 of 24 cottages in Ella,4.5,https://www.tripadvisor.com/Hotel_Review-g616035-d4601755-Reviews-Eden_View_Guest_Home-Ella_Uva_Province.html,http://edenviewella.com
"Dalukgalapathana (Nine Arch Road) 3rd Mile Post, Passara Road, Ella 90090 Sri Lanka","Free Wifi, Breakfast Available, Internet, Kids Activities, Shuttle Bus Service, Airport transportation, Parking, Bath / Shower, BBQ Facilities, Bottled Water, Car Hire, 24-Hour Check-in, Express Check-in / Check-out, Currency Exchange, English, Hiking, Outdoor Furniture, 24-Hour Security, Secured Parking, Shared Kitchen, Sinhala, Special Diet Menus, Street Parking, Taxi Service, not provided",no description,no email,no phone,hotel,3.0,6.876236,81.06362,no price level,No price mentioned,13,Ella Sisila View,6,#6 of 13 villas in Ella,4.0,https://www.tripadvisor.com/Hotel_Review-g616035-d12820519-Reviews-Ella_Sisila_View-Ella_Uva_Province.html,no website
"Lynd Hurst Fruit Hill, Hatton 22000 Sri Lanka","Internet, Free Internet, Wifi, Free Wifi, Room service, Free parking, Restaurant, Bar/Lounge, Kitchenette, Airport transportation, Public Wifi, Non-smoking rooms, Laundry Service, Concierge, Family Rooms, Multilingual Staff, Flatscreen TV, Private Balcony, Butler Service, Parking, Baggage Storage, Breakfast in the Room, Car Hire, Express Check-in / Check-out, Entertainment Staff, Kids' Meals, Private Check-in / Check-out, Seating Area, 24-Hour Security, Secured Parking, Shared Lounge / TV Area, Special Diet Menus, Taxi Service, Breakfast Available, not provided",no description,sales@teahillsbungalow.com,+94 77 202 7766,hotel,3.0,6.896979,80.59101,$,"LKR 10,483 - LKR 13,395",1,Tea Hills Bungalow,1,#1 of 1 ranch in Hatton,5.0,https://www.tripadvisor.com/Hotel_Review-g612383-d3259434-Reviews-Tea_Hills_Bungalow-Hatton_Central_Province.html,http://www.teahillsbungalow.com
"Sapumalthenna Rd, Ella 90090 Sri Lanka","Internet, Free Internet, Free parking, Wifi, Breakfast included, Room service, Airport transportation, Free Wifi, not provided","Located 2 km from Demodara Nine Arch Bridge, Ella Wood Cabin provides accommodation with a garden, a terrace and a 24-hour front desk for your convenience. The lodge features both WiFi and private parking free of charge. A continental breakfast is available daily at Ella Wood Cabin. Both a bicycle rental service and a car rental service are available at the accommodation.",ellawoodcabin@gmail.com,+94 71 607 5942,hotel,0.0,6.87176,81.05173,$,"LKR 13,104 - LKR 21,840",2,Ella Wood Cabin,2,#2 of 2 boutique hotels in Ella,5.0,https://www.tripadvisor.com/Hotel_Review-g616035-d19808032-Reviews-Ella_Wood_Cabin-Ella_Uva_Province.html,no website
"No 84 Rajapihilla Mawatha, Kandy 20000 Sri Lanka","Free parking, Internet, Free Internet, Wifi, Free Wifi, Non-smoking rooms, Air conditioning, Refrigerator in room, Room service, Restaurant, Airport transportation, Public Wifi, Breakfast included, Laundry Service, Concierge, Family Rooms, Babysitting, Non-smoking hotel, Safe, Flatscreen TV, Breakfast Available, Parking, Housekeeping, Additional Bathroom, Baggage Storage, Bath / Shower, Bottled Water, Breakfast in the Room, Car Hire, Clothes Rack, Currency Exchange, English, 24-Hour Front Desk, Hair Dryer, Hiking, Ironing Service, Korean, Outdoor Furniture, 24-Hour Security, Secured Parking, Taxi Service, Telephone, Valet Parking, Wake Up Service / Alarm Clock, not provided","If you are looking for a beautiful and serene setting to spend your holidays in Kandy, the hill capital of Sri Lanka, this is the right place. Situated in No 84 Rajaphila Mawatha, Kandy, you will have the freedom to enjoy the view of green mountain range; Within a close proximity to the city centre, you will easily reach this Kandy Hills Resort it is just 2 km from the Kandy Railway Station or le",kandyhillresort@ymail.com,+94 77 497 7821,hotel,3.0,7.284642,80.64731,$,$72 - $94,660,Kandy Hills Resort,40,#40 of 660 B&Bs / Inns in Kandy,4.5,https://www.tripadvisor.com/Hotel_Review-g304138-d4324656-Reviews-Kandy_Hills_Resort-Kandy_Kandy_District_Central_Province.html,http://kandyhillsresort.webs.com/
"198/12, George E De Silva Mawatha, Kandy 20000 Sri Lanka","Internet, Free Internet, Free parking, Wheelchair access, Restaurant, Wifi, Free Wifi, Breakfast included, Non-smoking rooms, Laundry Service, Air conditioning, Family Rooms, Flatscreen TV, Breakfast Available, Housekeeping, Bath / Shower, Suites, Airport transportation, Non-smoking hotel, Safe, Private Pools, Parking, Baggage Storage, BBQ Facilities, Bottled Water, Car Hire, Express Check-in / Check-out, Clothes Dryer, Desk, English, Extra Long Beds, Complimentary Toiletries, Hair Dryer, Interconnected room(s) available, Mosquito Net, Newspaper, Sinhala, Tamil, Telephone, Wake Up Service / Alarm Clock, not provided","We are a Boutique Hotel featuring 6 elegant guest rooms and suites. Situated within the city limits of the historic Kandy Town and set amongst lushly planted gardens and a private natural forest,Sweet Cinnamon is an ideal location for corporate and leisure guests.At sweet Cinnamon its all about you. You can start the day by having a relaxing read of the daily newspaper while enjoying a freshly brewed cup of aromatic Sri Lankan tea followed by a hearty breakfast. .Take relaxing stroll in the garden or enjoy your music via the iPod docking station in your room. If you like bird watching you are sure to be amazed by the variety. We still are.We also have a extensive collection of spices, from the world famous Ceylon Cinnamon to nutmeg.Take care of your body and spirit indulge in a rejuvenating massage at the Ayurvedic Spa or visit the Yoga and Meditation center. A treat sure to de-stress and recharge you. As evening tea time rolls by soak in the tranquility of nature while enjoying a complimentary freshly baked Signature Cinnamon roll with a pot of tea in our well-appointed lounge with garden views..",sweetcinnamonkandy@gmail.com,+94 77 775 6664,hotel,3.0,7.28606,80.617096,$$,$73 - $153,611,Sweet Cinnamon Kandy,6,#6 of 611 Specialty lodging in Kandy,4.5,https://www.tripadvisor.com/Hotel_Review-g304138-d3187679-Reviews-Sweet_Cinnamon_Kandy-Kandy_Kandy_District_Central_Province.html,http://sweetcinnamon.business.site/
"42 Nittawela Road, Kandy 20000 Sri Lanka","Pool, Internet, Suites, Room service, Free Internet, Free parking, Restaurant, Wifi, Free Wifi, Non-smoking rooms, Laundry Service, Air conditioning, Flatscreen TV, Outdoor pool, Housekeeping, Bath / Shower, Bottled Water, Breakfast included, Hot Tub, Babysitting, Safe, Baggage Storage, Breakfast in the Room, Car Hire, Coffee / Tea Maker, Darts, Desk, 24-Hour Front Desk, Hair Dryer, Newspaper, Private Check-in / Check-out, Paid Private Parking On-site, Washing Machine, not provided",".Serene, quiet and extraordinary in more ways than one, the Stone House is your private getaway in the hills of Sri Lanka. Just five minutes from Kandy town and twenty minutes from surrounding areas of cultural and historical interest, Stone House gives you a special holiday that can be enjoyed abundantly in the property's 3 luxury rooms and fully equipped suites.",emma.danmathews@gmail.com,+94 77 757 5747,hotel,3.5,7.314937,80.63478,$$$$,$253 - $381,239,Stone house Kandy,25,#25 of 239 hotels in Kandy,4.5,https://www.tripadvisor.com/Hotel_Review-g304138-d6888207-Reviews-Stone_house_Kandy-Kandy_Kandy_District_Central_Province.html,http://www.stonehousekandy.com
"100 Malgamandeniya Road Alawatugoda, Kandy, Kandy 20140 Sri Lanka","Sauna, Pool, Internet, Suites, Room service, Free Internet, Free parking, Restaurant, Spa, Airport transportation, Wifi, Public Wifi, Free Wifi, Breakfast included, Dry Cleaning, Hot Tub, Non-smoking rooms, Laundry Service, Concierge, Air conditioning, Multilingual Staff, Minibar, Safe, Private Balcony, Butler Service, Infinity Pool, Outdoor pool, Breakfast Available, Housekeeping, Bathrobes, Blackout Curtains, Breakfast in the Room, Complimentary Tea, Couples Massage, Desk, English, Facial Treatments, Complimentary Instant Coffee, Complimentary Toiletries, Hair Dryer, Massage, Mosquito Net, Pool / Beach Towels, Pool with View, Private Check-in / Check-out, 24-Hour Security, Special Diet Menus, Bar/Lounge, Fitness center, Family Rooms, Conference Facilities, Non-smoking hotel, Flatscreen TV, Private Pools, Facilities for Disabled Guests, Baggage Storage, Bath / Shower, BBQ Facilities, Bidet, Bicycle Tours, Bicycles Available, Billiards, Board Games / Puzzles, Body Wrap, Bottled Water, Cable / Satellite TV, Car Hire, 24-Hour Check-in, Express Check-in / Check-out, Children's Television Networks, Clothes Rack, Coffee Shop, Coffee / Tea Maker, Currency Exchange, Dining Area, Electric Kettle, Evening Entertainment, Extra Long Beds, First Aid Kit, Foot Bath, Foot Massage, Complimentary Welcome Drink, Free Wifi in the Business Center, Free Wired Internet in the Business Center, 24-Hour Front Desk, Full Body Massage, Game Room, Hand Massage, Head Massage, Highchairs Available, Hiking, Indonesian, Iron, Ironing Service, Kids' Meals, Landmark View, Light Therapy, Makeup Services, Manicure, Massage Chair, Mountain View, Neck Massage, Open-air Bath, Outdoor Dining Area, Outdoor Furniture, Patio, Pedicure, Picnic Area, Plunge Pool, Pool View, Private Bathrooms, Seating Area, Secured Parking, Shoeshine, Sinhala, Snack Bar, Sofa, Soundproof Rooms, Sun Deck, Sun Loungers / Beach Chairs, Sun Terrace, Sun Umbrellas, Table Tennis, Tamil, Telephone, Tile / Marble Floor, Umbrella, Valet Parking, VIP Room Facilities, Wake Up Service / Alarm Clock, Walk-in Shower, Walking Tours, Wardrobe / Closet, Wine / Champagne, Photo Copier / Fax In Business Center, Yoga Classes, Yoga Room, not provided","​Aarunya, translating to ""first rays of the sun"" in the ancient Sanskrit language, is an award winning collection of private pool villas perched atop a nine-acre estate adorned with spice & tea gardens. In operation since June 2018, it is our special purpose to provide our guests with a genuine, personalized, heartfelt Sri Lankan hospitality experience encompassing personalized service and authentic local experiences. Commanding a breathtaking view of the UNESCO Natural World Heritage listed Knuckles Mountain Range, Aarunya invites you to embrace unforgettable sunrises, embark on wonderful excursions and authentic local experiences, indulge in extraordinary dining experiences, and immerse yourself in exotic therapeutic wellness rituals. Revitalize your mind, body and soul at Aarunya, a Nature Retreat like no other.",reservations@aarunyaresort.com,01194663127040,hotel,5.0,7.408523,80.619225,$$$$,$607 - $809,239,"Aarunya Nature Resort - Kandy, Sri Lanka",4,#4 of 239 hotels in Kandy,5.0,https://www.tripadvisor.com/Hotel_Review-g304138-d14267789-Reviews-Aarunya_Nature_Resort_Kandy_Sri_Lanka-Kandy_Kandy_District_Central_Province.html,http://www.aarunyaresort.com
"9/D/13 Nelligasgodawatta Kiribathkumbura, Kandy 10300 Sri Lanka","Internet, Free Internet, Airport transportation, Wifi, Free Wifi, Non-smoking rooms, Laundry Service, Multilingual Staff, Non-smoking hotel, Baggage Storage, Bath / Shower, Car Hire, 24-Hour Check-in, Clothes Rack, Desk, English, Free Private Parking Nearby, Complimentary Toiletries, 24-Hour Front Desk, Outdoor Furniture, Shared Lounge / TV Area, Shared Bathroom, Taxi Service, not provided","Kandy Guesthouse is a place of comfort, happiness and relaxation. It is situated beside a beautiful river and away from the crowded and traffic bound city. The location of the guest house is also rich with birdlife,wildlife and surrounding nature which creates a very calm and peaceful environment to stay in. It is just 7 Km away from the Kandy city and 2.5 Km away from the Peradeniya railway station. The place is run by a family and is filled with warmth and safety and will be sure to make you feel at home. The Kandy Guesthouse is a perfect place to stay in and explore the beautiful region of Kandy.",booking@kandyguesthouse.com,+94 77 780 1724,hotel,3.0,7.25682,80.577705,$,$30,660,Kandy Guest House,9,#9 of 660 B&Bs / Inns in Kandy,4.5,https://www.tripadvisor.com/Hotel_Review-g304138-d2235241-Reviews-Kandy_Guest_House-Kandy_Kandy_District_Central_Province.html,http://www.kandyguesthouse.com
"Rajapihilla Mawatha, Kandy No. 68, Kandy 20000 Sri Lanka","Internet, Suites, Wifi, Free Wifi, Breakfast included, Dry Cleaning, Laundry Service, Concierge, Pool, Room service, Free parking, Restaurant, Airport transportation, Non-smoking rooms, Business center, Microwave, Refrigerator in room, Minibar, Non-smoking hotel, Safe, Butler Service, Infinity Pool, Outdoor pool, Breakfast Available, Parking, Facilities for Disabled Guests, Housekeeping, Adults Only, Bath / Shower, Bathrobes, Bicycle Rental, Bidet, Blackout Curtains, Board Games / Puzzles, Car Hire, Clothes Rack, Complimentary Tea, Desk, Dishwasher, Electric Kettle, English, Extra Long Beds, Complimentary Toiletries, Complimentary Welcome Drink, Hair Dryer, Hiking, Kitchenware, Landmark View, Laptop Safe, Mountain View, Outdoor Dining Area, Outdoor Furniture, Oven, Pool / Beach Towels, Pool View, Pool with View, Private Bathrooms, Private Check-in / Check-out, Seating Area, 24-Hour Security, Secured Parking, Separate Living Room, Shared Lounge / TV Area, Sinhala, Sofa, Special Diet Menus, Sun Deck, Sun Loungers / Beach Chairs, Taxi Service, Telephone, Tile / Marble Floor, Umbrella, Wake Up Service / Alarm Clock, Walk-in Shower, Walking Tours, Wardrobe / Closet, Wine / Champagne, Yoga Classes, not provided","The Coffee Bungalow Kandy, operates as a Boutique Villa.Originally built in 1860's, we seek to indulge you in luxury and absolute comfort. Offering seven suites each hosting a uniquely spectacular view of the surrounding landscape. The rooms at the Coffee Bungalow Kandy encapsulate the perfect blend between traditional Kandyan and colonial furnishings, to create an atmosphere of comfortable elegance. We serve International and local cuisine at our fine dining restaurant ""Gilbert's"". Our infinity fresh water pool offers excellent views of the surrounding Hunasgiriya and Knuckels range of mountains and the ancient Royal city of Kandy and the Kandy lake.",stay@coffeebungalowkandy.com,+94 81 2 222466,hotel,3.0,7.285101,80.64493,$$$$,$369 - $432,239,Coffee Bungalow Kandy,48,#48 of 239 hotels in Kandy,5.0,https://www.tripadvisor.com/Hotel_Review-g304138-d14939536-Reviews-Coffee_Bungalow_Kandy-Kandy_Kandy_District_Central_Province.html,http://www.coffeebungalowkandy.com
"Amunugama Walawwa, Kundasale 20270 Sri Lanka","Pool, Suites, Room service, Free parking, Restaurant, Internet, Free Internet, Bar/Lounge, Wifi, Free Wifi, Breakfast included, Non-smoking rooms, Laundry Service, Concierge, Air conditioning, Multilingual Staff, Safe, Private Balcony, Butler Service, Infinity Pool, Outdoor pool, Baggage Storage, Bottled Water, Hair Dryer, Mosquito Net, Outdoor Furniture, Pool / Beach Towels, Secured Parking, Dry Cleaning, Non-smoking hotel, Parking, not provided","An opportunity to stay at a unique ancestral manor house providing seclusion and serenity for its guests in a lush, tropical garden setting close to Kandy. In 1804, the last Chief Minister of the Kandyan kingdom built a palatial villa touching local, moorish and dutch styles in the beautiful countryside near the former capital. 200 years later, it was converted into a designer boutique hotel in Kandy, retaining the charisma of this captivating historical house while taking it to the luxury standard for 21st-century guests. We aim to give guests an experience of staying more in a private house than a conventional hotel. The restoration sensitively blends amenities with elegant antique furniture, and fresh touches of colour set off the traditional architecture In the gardens, a stunning infinity pool has been landscaped into the hillside overlooking the rice paddy fields, and an ambalama perches above the greenery to enjoy a massage or treatment. Delicious fusion and Sri Lankan cuisine can be enjoyed on your private terrace or the veranda restaurant. The Butterfly Bar or terraced garden is ideal for your pre-dinner drinks. Explore a broad selection of Sri Lanka’s primary attractions in and around Kandy, the Cultural Triangle and Tea Country, making the hotel a good base to experience the country’s heritage. The house can also be booked as a whole for important celebrations with friends, or just for the peace of mind of a group having total privacy.",no email,+94 81 2 425133,hotel,4.0,7.317384,80.68057,$$$$,$304 - $389,3,The Kandy House,1,#1 of 3 hotels in Kundasale,4.5,https://www.tripadvisor.com/Hotel_Review-g1199465-d589885-Reviews-The_Kandy_House-Kundasale_Kandy_District_Central_Province.html,https://www.instagram.com/thekandyhousesl/
"Aratenna Estate Rd, Werapitiya 20908 Sri Lanka","Pool, Internet, Free Internet, Free parking, Restaurant, Bar/Lounge, Spa, Airport transportation, Free Wifi, Breakfast included, Dry Cleaning, Non-smoking rooms, Laundry Service, Concierge, Multilingual Staff, Non-smoking hotel, Safe, Heated pool, Infinity Pool, Outdoor pool, Parking, Sauna, Couples Massage, Facial Treatments, Fitness Classes, Fitness / Spa Locker Rooms, Foot Massage, Full Body Massage, Ironing Service, Massage, Mosquito Net, Pool / Beach Towels, Special Diet Menus, Steam Room, Wake Up Service / Alarm Clock, Breakfast Available, not provided",Santani is the first and only purpose-built wellness resort nestled in the mountains of Sri Lanka.,reservations@santani.lk,+94 76 399 1919,hotel,5.0,7.356193,80.74244,$$$$,$447 - $696,1,Santani Wellness Kandy,1,#1 of 1 hotel in Werapitiya,5.0,https://www.tripadvisor.com/Hotel_Review-g12239236-d10521858-Reviews-Santani_Wellness_Kandy-Werapitiya_Kandy_District_Central_Province.html,http://santani.lk
"37 Yatinuwara Street, Kandy 20000 Sri Lanka","Internet, Free Internet, Wifi, Free Wifi, Room service, Restaurant, Bar/Lounge, Public Wifi, Dry Cleaning, Non-smoking rooms, Laundry Service, Concierge, Air conditioning, Minibar, Flatscreen TV, Breakfast Buffet, English, not provided","Kandy City Hotel is located on the ""Yatinuwara Street"" in the city of Kandy - the hill capital in Sri Lanka. The hotel is placed on the map strategically with in 3 minutes walk away from the famous Sacred Temple of the Tooth Relic in Kandy and to number of other attractions including the picturesque Kandy Lake. In addition to 26 finely designed rooms the hotel has it's own Fine Dining Restaurant, a Food Court and a convenience store with in premises.",manager@kandycityhotel.lk,+94 81 2 220002,hotel,3.0,7.293728,80.6359,$,$31 - $65,239,Kandy City Hotel,43,#43 of 239 hotels in Kandy,3.5,https://www.tripadvisor.com/Hotel_Review-g304138-d6925649-Reviews-Kandy_City_Hotel-Kandy_Kandy_District_Central_Province.html,http://www.facebook.com/kandycityhotel
"No 4 Spring Hill Estate, Sri Amarawansa Mawatha, Bowalawatta 20000 Sri Lanka","Pool, Internet, Suites, Room service, Free Internet, Free parking, Restaurant, Bar/Lounge, Airport transportation, Wifi, Public Wifi, Free Wifi, Breakfast included, Non-smoking rooms, Concierge, Air conditioning, Multilingual Staff, Minibar, Safe, Flatscreen TV, Infinity Pool, Outdoor pool, Breakfast Available, Parking, Blackout Curtains, Breakfast in the Room, Ironing Service, Pool / Beach Towels, Pool with View, Special Diet Menus, Sun Umbrellas, Taxi Service, Dry Cleaning, Laundry Service, not provided","Picturesquely situated about 15 minutes from Kandy town on almost six acres of carefully tendered lawn and tea gardens, Mountbatten Bungalow has been lovingly restored to reflect life in the bygone Victorian Era. The bungalows exclusive accommodation consists of six rooms that come equipped with all modern amenities and superior comfort, illustrating a discreet opulence.",info@themacollection.com,+94 81 2 054400,hotel,3.5,7.255263,80.6193,$$,$142 - $235,2,Mountbatten Bungalow - Kandy,1,#1 of 2 hotels in Bowalawatta,4.5,https://www.tripadvisor.com/Hotel_Review-g12219994-d6522328-Reviews-Mountbatten_Bungalow_Kandy-Bowalawatta_Kandy_District_Central_Province.html,https://www.themacollection.com/mountbatten-bungalow/
"155 S W R D Bandaranayake Mawatha, Kandy 20000 Sri Lanka","Internet, Room service, Free Internet, Restaurant, Kitchenette, Airport transportation, Public Wifi, Laundry Service, Air conditioning, Family Rooms, Kids Activities, Free parking, Non-smoking rooms, Breakfast Available, Housekeeping, Bath / Shower, Breakfast in the Room, Cable / Satellite TV, Car Hire, Express Check-in / Check-out, Complimentary Tea, Currency Exchange, English, Mountain View, Sinhala, Soundproof Rooms, Street Parking, Taxi Service, not provided","The boutique hotel in Kandy, Sri Lanka, is an ideal location for travelers looking for a short stay. It is situated near the Temple of Tooth Relic, Kandy Railway Station, and main hospitals. The hotel has a rooftop restaurant with a 360-degree view and an ala carte western menu. Every room has luxurious amenities, including an attached bathroom, hot water, free Wi-Fi, tea/coffee making facility, large king beds, and AC. The hotel offers a range of room types, including single rooms, double rooms, triple rooms, and family rooms, at affordable prices. Overall, it provides a unique and unforgettable experience for guests looking for luxury and comfort.",kandy.citystay@yahoo.com,+94 81 2 228080,hotel,2.0,7.286726,80.62764,$,$24 - $32,239,Kandy City Stay,49,#49 of 239 hotels in Kandy,4.0,https://www.tripadvisor.com/Hotel_Review-g304138-d10037453-Reviews-Kandy_City_Stay-Kandy_Kandy_District_Central_Province.html,http://www.kandycitystay.com/
"26 Thapodarama Road Hantana, Kandy 20022 Sri Lanka","Internet, Room service, Free Internet, Free parking, Restaurant, Wifi, Free Wifi, Dry Cleaning, Non-smoking rooms, Laundry Service, Air conditioning, Multilingual Staff, Minibar, Flatscreen TV, Private Balcony, Parking, Housekeeping, Bath / Shower, Bottled Water, English, 24-Hour Front Desk, Hair Dryer, Outdoor Furniture, Seating Area, 24-Hour Security, Special Diet Menus, Telephone, Wheelchair access, Bar/Lounge, Airport transportation, Breakfast included, Concierge, Safe, Breakfast Buffet, Baggage Storage, Breakfast in the Room, 24-Hour Check-in, Express Check-in / Check-out, Desk, Doorperson, Complimentary Welcome Drink, Ironing Service, Kids' Meals, Newspaper, Private Check-in / Check-out, Secured Parking, Soundproof Rooms, Street Parking, VIP Room Facilities, not provided","The SKYLOFT - KANDY , the latest addition to Kandyan Hospitality, in the hills surrounding Hanthana is a good base for exploring the underrated terrain of the nearby Knuckles Range. The SKYLOFT - KANDY stands at an altitude of 700m, offers 16 Deluxe rooms, 02 Family Suites boasting modern architectural values blended with our own charms and the comforts of true Sri Lankan Hospitality. All rooms are provided with free WIFI, AC, Television, Mini Bar, Tea/Coffee making facilities and Fans. All rooms overlook the majestic mountain range in Kandy and offer panoramic views of the beautifully landscaped Hanthana Valley comprising of more than seven peaks dotted gracefully. SANDALUTHALAYA TERRACE - Roof top - al-fresco style “Sandaluthalaya” is the ideal place to have a Romantic Candle Light Dinner or to chill with your favorite drink. We encourage BOB at a nominal cover charge. RAAJADHAANI RESTAURANT - Multi-cuisine B’fast, Lunch & Dinner",sales@skyloft.lk,+94 81 2 062948,hotel,3.0,7.273577,80.62514,$,$46 - $69,239,Skyloft Kandy By Aaradhya,20,#20 of 239 hotels in Kandy,4.5,https://www.tripadvisor.com/Hotel_Review-g304138-d11998682-Reviews-Skyloft_Kandy_By_Aaradhya-Kandy_Kandy_District_Central_Province.html,http://www.skyloft.lk
"352/15 Dharmaraja Mawatha, kandy Off Dharmaraja Mawatha, Kandy 20000 Sri Lanka","Pool, Internet, Suites, Room service, Free parking, Restaurant, Spa, Wifi, Public Wifi, Free Wifi, Laundry Service, Air conditioning, Safe, Pool / Beach Towels, Pool with View, Free Internet, Wheelchair access, Airport transportation, Non-smoking rooms, Concierge, Refrigerator in room, Minibar, Breakfast Available, not provided",Situated in the heart of the hill country Mount Blue is the perfect gateway for your much planned holiday. Experience the tranquility of mother nature with spectacular views you won't find anywhere else!,mbkreservations@gmail.com,+94 81 2 221686,hotel,4.0,7.287367,80.65573,$,$54 - $105,611,Mount Blue Kandy,37,#37 of 611 Specialty lodging in Kandy,4.0,https://www.tripadvisor.com/Hotel_Review-g304138-d15866285-Reviews-Mount_Blue_Kandy-Kandy_Kandy_District_Central_Province.html,http://www.mountbluekandy.com
"No. 947,Uduwela Road, Udugama West,, Kandy 20000 Sri Lanka","Pool, Suites, Room service, Free parking, Restaurant, Free Wifi, Breakfast included, Non-smoking rooms, Laundry Service, Concierge, Air conditioning, Multilingual Staff, Minibar, Safe, Butler Service, Outdoor pool, Breakfast Available, Housekeeping, Baggage Storage, Bath / Shower, Bathrobes, Blackout Curtains, Board Games / Puzzles, Bottled Water, Breakfast in the Room, 24-Hour Check-in, Coffee / Tea Maker, Complimentary Tea, English, Complimentary Toiletries, Hair Dryer, Hiking, Ironing Service, Outdoor Fireplace, Outdoor Furniture, Picnic Area, Pool / Beach Towels, Private Check-in / Check-out, Seating Area, 24-Hour Security, Secured Parking, Special Diet Menus, Internet, Free Internet, Bar/Lounge, Airport transportation, Wifi, Public Wifi, Dry Cleaning, Smoking rooms available, Flatscreen TV, Adults Only, Allergy-free Room, Bicycle Rental, Bicycles Available, Cable / Satellite TV, Car Hire, Express Check-in / Check-out, Clothes Rack, Electric Kettle, Extra Long Beds, First Aid Kit, Complimentary Instant Coffee, Complimentary Welcome Drink, 24-Hour Front Desk, Iron, Mountain View, On-Demand Movies, Outdoor Dining Area, Pool with View, Private Bathrooms, Radio, Shoeshine, Sinhala, Soundproof Rooms, Sun Terrace, Telephone, Tennis Court Off-site, Umbrella, Wake Up Service / Alarm Clock, Walk-in Shower, Walking Tours, Wardrobe / Closet, Wine / Champagne, Yoga Classes, not provided","A world of colonial charm that blends perfectly with its sublime surroundings of rolling tea plantations and emerald green forests. A beautifully restored 10 room bungalow, dating back to the days of the Raj, sits amidst the lush vegetation. Only 15 minutes from Kandy city center, the Hanthana mountain range is recognized as one of Sri Lanka’s most picturesque regions and the panoramic view from our bungalow will not disappoint. This heritage residence is reminiscent of a by-gone era, revived to accommodate every whim and fancy of the discerning traveler. The main bungalow features 6 exclusive and individually themed bedrooms with 4 more rooms being situated in the Stables. All accommodation is split into 3 exclusive categories. Each room has its own unique character and flavor waiting to be discovered and enjoyed by guests.",reservations@w15kandy.lk,+94 11 2 151515,hotel,0.0,7.249652,80.63204,$$$$,$419 - $605,239,W15 Hanthana Estate Kandy,1,#1 of 239 hotels in Kandy,5.0,https://www.tripadvisor.com/Hotel_Review-g304138-d19381109-Reviews-W15_Hanthana_Estate_Kandy-Kandy_Kandy_District_Central_Province.html,https://hanthana.w15.lk/
